ano,bioma,lat,long,mes,focos
1998,Amazônia,0,0,JANEIRO,0
1998,Amazônia,0,0,FEVEREIRO,0
1998,Amazônia,0,0,MARÇO,0
1998,Amazônia,0,0,ABRIL,0
1998,Amazônia,0,0,MAIO,0
1998,Amazônia,0,0,JUNHO,1549
1998,Amazônia,0,0,JULHO,3192
1998,Amazônia,0,0,AGOSTO,20075
1998,Amazônia,0,0,SETEMBRO,19214
1998,Amazônia,0,0,OUTUBRO,8777
1998,Amazônia,0,0,NOVEMBRO,3833
1998,Amazônia,0,0,DEZEMBRO,2547
1999,Amazônia,0,0,JANEIRO,160
1999,Amazônia,0,0,FEVEREIRO,358
1999,Amazônia,0,0,MARÇO,130
1999,Amazônia,0,0,ABRIL,70
1999,Amazônia,0,0,MAIO,449
1999,Amazônia,0,0,JUNHO,1439
1999,Amazônia,0,0,JULHO,3675
1999,Amazônia,0,0,AGOSTO,21525
1999,Amazônia,0,0,SETEMBRO,16106
1999,Amazônia,0,0,OUTUBRO,12794
1999,Amazônia,0,0,NOVEMBRO,4449
1999,Amazônia,0,0,DEZEMBRO,1703
2000,Amazônia,0,0,JANEIRO,87
2000,Amazônia,0,0,FEVEREIRO,182
2000,Amazônia,0,0,MARÇO,405
2000,Amazônia,0,0,ABRIL,92
2000,Amazônia,0,0,MAIO,930
2000,Amazônia,0,0,JUNHO,3211
2000,Amazônia,0,0,JULHO,1510
2000,Amazônia,0,0,AGOSTO,12791
2000,Amazônia,0,0,SETEMBRO,10062
2000,Amazônia,0,0,OUTUBRO,10226
2000,Amazônia,0,0,NOVEMBRO,5497
2000,Amazônia,0,0,DEZEMBRO,3175
2001,Amazônia,0,0,JANEIRO,165
2001,Amazônia,0,0,FEVEREIRO,699
2001,Amazônia,0,0,MARÇO,1134
2001,Amazônia,0,0,ABRIL,617
2001,Amazônia,0,0,MAIO,916
2001,Amazônia,0,0,JUNHO,4227
2001,Amazônia,0,0,JULHO,1816
2001,Amazônia,0,0,AGOSTO,17679
2001,Amazônia,0,0,SETEMBRO,15528
2001,Amazônia,0,0,OUTUBRO,14292
2001,Amazônia,0,0,NOVEMBRO,8346
2001,Amazônia,0,0,DEZEMBRO,4256
2002,Amazônia,0,0,JANEIRO,590
2002,Amazônia,0,0,FEVEREIRO,667
2002,Amazônia,0,0,MARÇO,901
2002,Amazônia,0,0,ABRIL,405
2002,Amazônia,0,0,MAIO,1490
2002,Amazônia,0,0,JUNHO,5702
2002,Amazônia,0,0,JULHO,7529
2002,Amazônia,0,0,AGOSTO,43484
2002,Amazônia,0,0,SETEMBRO,48549
2002,Amazônia,0,0,OUTUBRO,27110
2002,Amazônia,0,0,NOVEMBRO,23660
2002,Amazônia,0,0,DEZEMBRO,9174
2003,Amazônia,0,0,JANEIRO,3704
2003,Amazônia,0,0,FEVEREIRO,1573
2003,Amazônia,0,0,MARÇO,1997
2003,Amazônia,0,0,ABRIL,1038
2003,Amazônia,0,0,MAIO,1983
2003,Amazônia,0,0,JUNHO,6848
2003,Amazônia,0,0,JULHO,15918
2003,Amazônia,0,0,AGOSTO,34765
2003,Amazônia,0,0,SETEMBRO,47789
2003,Amazônia,0,0,OUTUBRO,25341
2003,Amazônia,0,0,NOVEMBRO,19631
2003,Amazônia,0,0,DEZEMBRO,13813
2004,Amazônia,0,0,JANEIRO,2178
2004,Amazônia,0,0,FEVEREIRO,805
2004,Amazônia,0,0,MARÇO,1035
2004,Amazônia,0,0,ABRIL,1012
2004,Amazônia,0,0,MAIO,3131
2004,Amazônia,0,0,JUNHO,9179
2004,Amazônia,0,0,JULHO,19179
2004,Amazônia,0,0,AGOSTO,43320
2004,Amazônia,0,0,SETEMBRO,71522
2004,Amazônia,0,0,OUTUBRO,23928
2004,Amazônia,0,0,NOVEMBRO,26424
2004,Amazônia,0,0,DEZEMBRO,16924
2005,Amazônia,0,0,JANEIRO,4314
2005,Amazônia,0,0,FEVEREIRO,1048
2005,Amazônia,0,0,MARÇO,758
2005,Amazônia,0,0,ABRIL,832
2005,Amazônia,0,0,MAIO,1746
2005,Amazônia,0,0,JUNHO,2954
2005,Amazônia,0,0,JULHO,19364
2005,Amazônia,0,0,AGOSTO,63764
2005,Amazônia,0,0,SETEMBRO,68560
2005,Amazônia,0,0,OUTUBRO,26624
2005,Amazônia,0,0,NOVEMBRO,16790
2005,Amazônia,0,0,DEZEMBRO,6966
2006,Amazônia,0,0,JANEIRO,1973
2006,Amazônia,0,0,FEVEREIRO,879
2006,Amazônia,0,0,MARÇO,903
2006,Amazônia,0,0,ABRIL,709
2006,Amazônia,0,0,MAIO,843
2006,Amazônia,0,0,JUNHO,2522
2006,Amazônia,0,0,JULHO,6995
2006,Amazônia,0,0,AGOSTO,34208
2006,Amazônia,0,0,SETEMBRO,51028
2006,Amazônia,0,0,OUTUBRO,18309
2006,Amazônia,0,0,NOVEMBRO,17474
2006,Amazônia,0,0,DEZEMBRO,8579
2007,Amazônia,0,0,JANEIRO,1918
2007,Amazônia,0,0,FEVEREIRO,1761
2007,Amazônia,0,0,MARÇO,1431
2007,Amazônia,0,0,ABRIL,760
2007,Amazônia,0,0,MAIO,1176
2007,Amazônia,0,0,JUNHO,3519
2007,Amazônia,0,0,JULHO,6196
2007,Amazônia,0,0,AGOSTO,46385
2007,Amazônia,0,0,SETEMBRO,73141
2007,Amazônia,0,0,OUTUBRO,28731
2007,Amazônia,0,0,NOVEMBRO,16025
2007,Amazônia,0,0,DEZEMBRO,5437
2008,Amazônia,0,0,JANEIRO,938
2008,Amazônia,0,0,FEVEREIRO,527
2008,Amazônia,0,0,MARÇO,860
2008,Amazônia,0,0,ABRIL,569
2008,Amazônia,0,0,MAIO,383
2008,Amazônia,0,0,JUNHO,1248
2008,Amazônia,0,0,JULHO,5901
2008,Amazônia,0,0,AGOSTO,21445
2008,Amazônia,0,0,SETEMBRO,26469
2008,Amazônia,0,0,OUTUBRO,23518
2008,Amazônia,0,0,NOVEMBRO,15450
2008,Amazônia,0,0,DEZEMBRO,6145
2009,Amazônia,0,0,JANEIRO,1095
2009,Amazônia,0,0,FEVEREIRO,354
2009,Amazônia,0,0,MARÇO,584
2009,Amazônia,0,0,ABRIL,435
2009,Amazônia,0,0,MAIO,673
2009,Amazônia,0,0,JUNHO,1023
2009,Amazônia,0,0,JULHO,2327
2009,Amazônia,0,0,AGOSTO,9732
2009,Amazônia,0,0,SETEMBRO,20527
2009,Amazônia,0,0,OUTUBRO,19323
2009,Amazônia,0,0,NOVEMBRO,19104
2009,Amazônia,0,0,DEZEMBRO,6505
2010,Amazônia,0,0,JANEIRO,1697
2010,Amazônia,0,0,FEVEREIRO,1147
2010,Amazônia,0,0,MARÇO,1176
2010,Amazônia,0,0,ABRIL,633
2010,Amazônia,0,0,MAIO,1026
2010,Amazônia,0,0,JUNHO,1911
2010,Amazônia,0,0,JULHO,5868
2010,Amazônia,0,0,AGOSTO,45018
2010,Amazônia,0,0,SETEMBRO,43933
2010,Amazônia,0,0,OUTUBRO,14798
2010,Amazônia,0,0,NOVEMBRO,12167
2010,Amazônia,0,0,DEZEMBRO,5240
2011,Amazônia,0,0,JANEIRO,771
2011,Amazônia,0,0,FEVEREIRO,271
2011,Amazônia,0,0,MARÇO,427
2011,Amazônia,0,0,ABRIL,465
2011,Amazônia,0,0,MAIO,528
2011,Amazônia,0,0,JUNHO,1083
2011,Amazônia,0,0,JULHO,2445
2011,Amazônia,0,0,AGOSTO,8002
2011,Amazônia,0,0,SETEMBRO,16987
2011,Amazônia,0,0,OUTUBRO,9760
2011,Amazônia,0,0,NOVEMBRO,9815
2011,Amazônia,0,0,DEZEMBRO,7632
2012,Amazônia,0,0,JANEIRO,1203
2012,Amazônia,0,0,FEVEREIRO,438
2012,Amazônia,0,0,MARÇO,484
2012,Amazônia,0,0,ABRIL,473
2012,Amazônia,0,0,MAIO,855
2012,Amazônia,0,0,JUNHO,1875
2012,Amazônia,0,0,JULHO,3095
2012,Amazônia,0,0,AGOSTO,20687
2012,Amazônia,0,0,SETEMBRO,24067
2012,Amazônia,0,0,OUTUBRO,14814
2012,Amazônia,0,0,NOVEMBRO,13259
2012,Amazônia,0,0,DEZEMBRO,5469
2013,Amazônia,0,0,JANEIRO,1181
2013,Amazônia,0,0,FEVEREIRO,374
2013,Amazônia,0,0,MARÇO,738
2013,Amazônia,0,0,ABRIL,518
2013,Amazônia,0,0,MAIO,796
2013,Amazônia,0,0,JUNHO,1450
2013,Amazônia,0,0,JULHO,2531
2013,Amazônia,0,0,AGOSTO,9444
2013,Amazônia,0,0,SETEMBRO,16786
2013,Amazônia,0,0,OUTUBRO,10242
2013,Amazônia,0,0,NOVEMBRO,6615
2013,Amazônia,0,0,DEZEMBRO,8013
2014,Amazônia,0,0,JANEIRO,1573
2014,Amazônia,0,0,FEVEREIRO,473
2014,Amazônia,0,0,MARÇO,1010
2014,Amazônia,0,0,ABRIL,632
2014,Amazônia,0,0,MAIO,673
2014,Amazônia,0,0,JUNHO,1628
2014,Amazônia,0,0,JULHO,2766
2014,Amazônia,0,0,AGOSTO,20113
2014,Amazônia,0,0,SETEMBRO,20522
2014,Amazônia,0,0,OUTUBRO,13222
2014,Amazônia,0,0,NOVEMBRO,12169
2014,Amazônia,0,0,DEZEMBRO,7773
2015,Amazônia,0,0,JANEIRO,2042
2015,Amazônia,0,0,FEVEREIRO,1047
2015,Amazônia,0,0,MARÇO,572
2015,Amazônia,0,0,ABRIL,762
2015,Amazônia,0,0,MAIO,407
2015,Amazônia,0,0,JUNHO,1287
2015,Amazônia,0,0,JULHO,2817
2015,Amazônia,0,0,AGOSTO,20471
2015,Amazônia,0,0,SETEMBRO,29326
2015,Amazônia,0,0,OUTUBRO,19469
2015,Amazônia,0,0,NOVEMBRO,16935
2015,Amazônia,0,0,DEZEMBRO,11303
2016,Amazônia,0,0,JANEIRO,4657
2016,Amazônia,0,0,FEVEREIRO,1559
2016,Amazônia,0,0,MARÇO,2024
2016,Amazônia,0,0,ABRIL,1075
2016,Amazônia,0,0,MAIO,895
2016,Amazônia,0,0,JUNHO,1663
2016,Amazônia,0,0,JULHO,6120
2016,Amazônia,0,0,AGOSTO,18340
2016,Amazônia,0,0,SETEMBRO,20460
2016,Amazônia,0,0,OUTUBRO,14234
2016,Amazônia,0,0,NOVEMBRO,11610
2016,Amazônia,0,0,DEZEMBRO,5124
2017,Amazônia,0,0,JANEIRO,796
2017,Amazônia,0,0,FEVEREIRO,379
2017,Amazônia,0,0,MARÇO,736
2017,Amazônia,0,0,ABRIL,618
2017,Amazônia,0,0,MAIO,805
2017,Amazônia,0,0,JUNHO,1759
2017,Amazônia,0,0,JULHO,7986
2017,Amazônia,0,0,AGOSTO,21244
2017,Amazônia,0,0,SETEMBRO,36569
2017,Amazônia,0,0,OUTUBRO,14457
2017,Amazônia,0,0,NOVEMBRO,14105
2017,Amazônia,0,0,DEZEMBRO,7985
2018,Amazônia,0,0,JANEIRO,1444
2018,Amazônia,0,0,FEVEREIRO,888
2018,Amazônia,0,0,MARÇO,1359
2018,Amazônia,0,0,ABRIL,513
2018,Amazônia,0,0,MAIO,772
2018,Amazônia,0,0,JUNHO,1980
2018,Amazônia,0,0,JULHO,4788
2018,Amazônia,0,0,AGOSTO,10421
2018,Amazônia,0,0,SETEMBRO,24803
2018,Amazônia,0,0,OUTUBRO,10654
2018,Amazônia,0,0,NOVEMBRO,8881
2018,Amazônia,0,0,DEZEMBRO,1842
2019,Amazônia,0,0,JANEIRO,1419
2019,Amazônia,0,0,FEVEREIRO,1368
2019,Amazônia,0,0,MARÇO,3383
2019,Amazônia,0,0,ABRIL,1702
2019,Amazônia,0,0,MAIO,854
2019,Amazônia,0,0,JUNHO,1880
2019,Amazônia,0,0,JULHO,5318
2019,Amazônia,0,0,AGOSTO,30900
2019,Amazônia,0,0,SETEMBRO,19925
2019,Amazônia,0,0,OUTUBRO,7855
2019,Amazônia,0,0,NOVEMBRO,11297
2019,Amazônia,0,0,DEZEMBRO,3275
2020,Amazônia,0,0,JANEIRO,1200
2020,Amazônia,0,0,FEVEREIRO,1196
2020,Amazônia,0,0,MARÇO,1641
2020,Amazônia,0,0,ABRIL,789
2020,Amazônia,0,0,MAIO,829
2020,Amazônia,0,0,JUNHO,2248
2020,Amazônia,0,0,JULHO,6803
2020,Amazônia,0,0,AGOSTO,29307
2020,Amazônia,0,0,SETEMBRO,24473
2020,Amazônia,0,0,OUTUBRO,0
2020,Amazônia,0,0,NOVEMBRO,0
2020,Amazônia,0,0,DEZEMBRO,0
1998,Pampa,0,0,JANEIRO,0
1998,Pampa,0,0,FEVEREIRO,0
1998,Pampa,0,0,MARÇO,0
1998,Pampa,0,0,ABRIL,0
1998,Pampa,0,0,MAIO,0
1998,Pampa,0,0,JUNHO,0
1998,Pampa,0,0,JULHO,0
1998,Pampa,0,0,AGOSTO,9
1998,Pampa,0,0,SETEMBRO,31
1998,Pampa,0,0,OUTUBRO,109
1998,Pampa,0,0,NOVEMBRO,5
1998,Pampa,0,0,DEZEMBRO,62
1999,Pampa,0,0,JANEIRO,46
1999,Pampa,0,0,FEVEREIRO,19
1999,Pampa,0,0,MARÇO,35
1999,Pampa,0,0,ABRIL,10
1999,Pampa,0,0,MAIO,8
1999,Pampa,0,0,JUNHO,6
1999,Pampa,0,0,JULHO,7
1999,Pampa,0,0,AGOSTO,7
1999,Pampa,0,0,SETEMBRO,8
1999,Pampa,0,0,OUTUBRO,51
1999,Pampa,0,0,NOVEMBRO,31
1999,Pampa,0,0,DEZEMBRO,1053
2000,Pampa,0,0,JANEIRO,74
2000,Pampa,0,0,FEVEREIRO,33
2000,Pampa,0,0,MARÇO,10
2000,Pampa,0,0,ABRIL,1
2000,Pampa,0,0,MAIO,3
2000,Pampa,0,0,JUNHO,0
2000,Pampa,0,0,JULHO,4
2000,Pampa,0,0,AGOSTO,10
2000,Pampa,0,0,SETEMBRO,7
2000,Pampa,0,0,OUTUBRO,5
2000,Pampa,0,0,NOVEMBRO,4
2000,Pampa,0,0,DEZEMBRO,60
2001,Pampa,0,0,JANEIRO,7
2001,Pampa,0,0,FEVEREIRO,32
2001,Pampa,0,0,MARÇO,8
2001,Pampa,0,0,ABRIL,2
2001,Pampa,0,0,MAIO,4
2001,Pampa,0,0,JUNHO,1
2001,Pampa,0,0,JULHO,6
2001,Pampa,0,0,AGOSTO,24
2001,Pampa,0,0,SETEMBRO,0
2001,Pampa,0,0,OUTUBRO,12
2001,Pampa,0,0,NOVEMBRO,23
2001,Pampa,0,0,DEZEMBRO,35
2002,Pampa,0,0,JANEIRO,213
2002,Pampa,0,0,FEVEREIRO,30
2002,Pampa,0,0,MARÇO,19
2002,Pampa,0,0,ABRIL,2
2002,Pampa,0,0,MAIO,4
2002,Pampa,0,0,JUNHO,2
2002,Pampa,0,0,JULHO,178
2002,Pampa,0,0,AGOSTO,379
2002,Pampa,0,0,SETEMBRO,238
2002,Pampa,0,0,OUTUBRO,18
2002,Pampa,0,0,NOVEMBRO,18
2002,Pampa,0,0,DEZEMBRO,20
2003,Pampa,0,0,JANEIRO,41
2003,Pampa,0,0,FEVEREIRO,8
2003,Pampa,0,0,MARÇO,19
2003,Pampa,0,0,ABRIL,63
2003,Pampa,0,0,MAIO,79
2003,Pampa,0,0,JUNHO,47
2003,Pampa,0,0,JULHO,252
2003,Pampa,0,0,AGOSTO,736
2003,Pampa,0,0,SETEMBRO,357
2003,Pampa,0,0,OUTUBRO,121
2003,Pampa,0,0,NOVEMBRO,51
2003,Pampa,0,0,DEZEMBRO,24
2004,Pampa,0,0,JANEIRO,38
2004,Pampa,0,0,FEVEREIRO,62
2004,Pampa,0,0,MARÇO,163
2004,Pampa,0,0,ABRIL,121
2004,Pampa,0,0,MAIO,55
2004,Pampa,0,0,JUNHO,140
2004,Pampa,0,0,JULHO,232
2004,Pampa,0,0,AGOSTO,356
2004,Pampa,0,0,SETEMBRO,157
2004,Pampa,0,0,OUTUBRO,252
2004,Pampa,0,0,NOVEMBRO,49
2004,Pampa,0,0,DEZEMBRO,52
2005,Pampa,0,0,JANEIRO,102
2005,Pampa,0,0,FEVEREIRO,32
2005,Pampa,0,0,MARÇO,131
2005,Pampa,0,0,ABRIL,61
2005,Pampa,0,0,MAIO,74
2005,Pampa,0,0,JUNHO,63
2005,Pampa,0,0,JULHO,153
2005,Pampa,0,0,AGOSTO,241
2005,Pampa,0,0,SETEMBRO,122
2005,Pampa,0,0,OUTUBRO,46
2005,Pampa,0,0,NOVEMBRO,67
2005,Pampa,0,0,DEZEMBRO,46
2006,Pampa,0,0,JANEIRO,29
2006,Pampa,0,0,FEVEREIRO,35
2006,Pampa,0,0,MARÇO,82
2006,Pampa,0,0,ABRIL,111
2006,Pampa,0,0,MAIO,175
2006,Pampa,0,0,JUNHO,78
2006,Pampa,0,0,JULHO,188
2006,Pampa,0,0,AGOSTO,321
2006,Pampa,0,0,SETEMBRO,187
2006,Pampa,0,0,OUTUBRO,62
2006,Pampa,0,0,NOVEMBRO,42
2006,Pampa,0,0,DEZEMBRO,26
2007,Pampa,0,0,JANEIRO,18
2007,Pampa,0,0,FEVEREIRO,17
2007,Pampa,0,0,MARÇO,22
2007,Pampa,0,0,ABRIL,60
2007,Pampa,0,0,MAIO,63
2007,Pampa,0,0,JUNHO,111
2007,Pampa,0,0,JULHO,201
2007,Pampa,0,0,AGOSTO,231
2007,Pampa,0,0,SETEMBRO,192
2007,Pampa,0,0,OUTUBRO,42
2007,Pampa,0,0,NOVEMBRO,46
2007,Pampa,0,0,DEZEMBRO,42
2008,Pampa,0,0,JANEIRO,41
2008,Pampa,0,0,FEVEREIRO,28
2008,Pampa,0,0,MARÇO,43
2008,Pampa,0,0,ABRIL,135
2008,Pampa,0,0,MAIO,127
2008,Pampa,0,0,JUNHO,84
2008,Pampa,0,0,JULHO,129
2008,Pampa,0,0,AGOSTO,113
2008,Pampa,0,0,SETEMBRO,83
2008,Pampa,0,0,OUTUBRO,78
2008,Pampa,0,0,NOVEMBRO,35
2008,Pampa,0,0,DEZEMBRO,52
2009,Pampa,0,0,JANEIRO,52
2009,Pampa,0,0,FEVEREIRO,18
2009,Pampa,0,0,MARÇO,42
2009,Pampa,0,0,ABRIL,168
2009,Pampa,0,0,MAIO,174
2009,Pampa,0,0,JUNHO,83
2009,Pampa,0,0,JULHO,129
2009,Pampa,0,0,AGOSTO,373
2009,Pampa,0,0,SETEMBRO,34
2009,Pampa,0,0,OUTUBRO,71
2009,Pampa,0,0,NOVEMBRO,2
2009,Pampa,0,0,DEZEMBRO,6
2010,Pampa,0,0,JANEIRO,33
2010,Pampa,0,0,FEVEREIRO,17
2010,Pampa,0,0,MARÇO,34
2010,Pampa,0,0,ABRIL,67
2010,Pampa,0,0,MAIO,23
2010,Pampa,0,0,JUNHO,29
2010,Pampa,0,0,JULHO,80
2010,Pampa,0,0,AGOSTO,272
2010,Pampa,0,0,SETEMBRO,132
2010,Pampa,0,0,OUTUBRO,92
2010,Pampa,0,0,NOVEMBRO,82
2010,Pampa,0,0,DEZEMBRO,95
2011,Pampa,0,0,JANEIRO,22
2011,Pampa,0,0,FEVEREIRO,16
2011,Pampa,0,0,MARÇO,36
2011,Pampa,0,0,ABRIL,77
2011,Pampa,0,0,MAIO,73
2011,Pampa,0,0,JUNHO,86
2011,Pampa,0,0,JULHO,96
2011,Pampa,0,0,AGOSTO,130
2011,Pampa,0,0,SETEMBRO,233
2011,Pampa,0,0,OUTUBRO,37
2011,Pampa,0,0,NOVEMBRO,75
2011,Pampa,0,0,DEZEMBRO,50
2012,Pampa,0,0,JANEIRO,61
2012,Pampa,0,0,FEVEREIRO,34
2012,Pampa,0,0,MARÇO,71
2012,Pampa,0,0,ABRIL,36
2012,Pampa,0,0,MAIO,151
2012,Pampa,0,0,JUNHO,159
2012,Pampa,0,0,JULHO,220
2012,Pampa,0,0,AGOSTO,165
2012,Pampa,0,0,SETEMBRO,62
2012,Pampa,0,0,OUTUBRO,40
2012,Pampa,0,0,NOVEMBRO,42
2012,Pampa,0,0,DEZEMBRO,12
2013,Pampa,0,0,JANEIRO,28
2013,Pampa,0,0,FEVEREIRO,46
2013,Pampa,0,0,MARÇO,50
2013,Pampa,0,0,ABRIL,57
2013,Pampa,0,0,MAIO,32
2013,Pampa,0,0,JUNHO,33
2013,Pampa,0,0,JULHO,95
2013,Pampa,0,0,AGOSTO,189
2013,Pampa,0,0,SETEMBRO,126
2013,Pampa,0,0,OUTUBRO,59
2013,Pampa,0,0,NOVEMBRO,59
2013,Pampa,0,0,DEZEMBRO,27
2014,Pampa,0,0,JANEIRO,19
2014,Pampa,0,0,FEVEREIRO,17
2014,Pampa,0,0,MARÇO,39
2014,Pampa,0,0,ABRIL,50
2014,Pampa,0,0,MAIO,50
2014,Pampa,0,0,JUNHO,53
2014,Pampa,0,0,JULHO,74
2014,Pampa,0,0,AGOSTO,254
2014,Pampa,0,0,SETEMBRO,57
2014,Pampa,0,0,OUTUBRO,39
2014,Pampa,0,0,NOVEMBRO,35
2014,Pampa,0,0,DEZEMBRO,21
2015,Pampa,0,0,JANEIRO,14
2015,Pampa,0,0,FEVEREIRO,18
2015,Pampa,0,0,MARÇO,48
2015,Pampa,0,0,ABRIL,142
2015,Pampa,0,0,MAIO,122
2015,Pampa,0,0,JUNHO,57
2015,Pampa,0,0,JULHO,24
2015,Pampa,0,0,AGOSTO,86
2015,Pampa,0,0,SETEMBRO,139
2015,Pampa,0,0,OUTUBRO,47
2015,Pampa,0,0,NOVEMBRO,12
2015,Pampa,0,0,DEZEMBRO,21
2016,Pampa,0,0,JANEIRO,37
2016,Pampa,0,0,FEVEREIRO,33
2016,Pampa,0,0,MARÇO,24
2016,Pampa,0,0,ABRIL,23
2016,Pampa,0,0,MAIO,34
2016,Pampa,0,0,JUNHO,183
2016,Pampa,0,0,JULHO,199
2016,Pampa,0,0,AGOSTO,383
2016,Pampa,0,0,SETEMBRO,252
2016,Pampa,0,0,OUTUBRO,57
2016,Pampa,0,0,NOVEMBRO,43
2016,Pampa,0,0,DEZEMBRO,59
2017,Pampa,0,0,JANEIRO,15
2017,Pampa,0,0,FEVEREIRO,21
2017,Pampa,0,0,MARÇO,31
2017,Pampa,0,0,ABRIL,41
2017,Pampa,0,0,MAIO,39
2017,Pampa,0,0,JUNHO,65
2017,Pampa,0,0,JULHO,262
2017,Pampa,0,0,AGOSTO,233
2017,Pampa,0,0,SETEMBRO,65
2017,Pampa,0,0,OUTUBRO,55
2017,Pampa,0,0,NOVEMBRO,60
2017,Pampa,0,0,DEZEMBRO,49
2018,Pampa,0,0,JANEIRO,40
2018,Pampa,0,0,FEVEREIRO,51
2018,Pampa,0,0,MARÇO,63
2018,Pampa,0,0,ABRIL,57
2018,Pampa,0,0,MAIO,70
2018,Pampa,0,0,JUNHO,33
2018,Pampa,0,0,JULHO,47
2018,Pampa,0,0,AGOSTO,232
2018,Pampa,0,0,SETEMBRO,67
2018,Pampa,0,0,OUTUBRO,34
2018,Pampa,0,0,NOVEMBRO,24
2018,Pampa,0,0,DEZEMBRO,24
2019,Pampa,0,0,JANEIRO,20
2019,Pampa,0,0,FEVEREIRO,32
2019,Pampa,0,0,MARÇO,82
2019,Pampa,0,0,ABRIL,50
2019,Pampa,0,0,MAIO,23
2019,Pampa,0,0,JUNHO,102
2019,Pampa,0,0,JULHO,222
2019,Pampa,0,0,AGOSTO,446
2019,Pampa,0,0,SETEMBRO,273
2019,Pampa,0,0,OUTUBRO,72
2019,Pampa,0,0,NOVEMBRO,30
2019,Pampa,0,0,DEZEMBRO,68
2020,Pampa,0,0,JANEIRO,25
2020,Pampa,0,0,FEVEREIRO,72
2020,Pampa,0,0,MARÇO,176
2020,Pampa,0,0,ABRIL,335
2020,Pampa,0,0,MAIO,309
2020,Pampa,0,0,JUNHO,83
2020,Pampa,0,0,JULHO,67
2020,Pampa,0,0,AGOSTO,380
2020,Pampa,0,0,SETEMBRO,13
2020,Pampa,0,0,OUTUBRO,0
2020,Pampa,0,0,NOVEMBRO,0
2020,Pampa,0,0,DEZEMBRO,0
1998,Caatinga,0,0,JANEIRO,0
1998,Caatinga,0,0,FEVEREIRO,0
1998,Caatinga,0,0,MARÇO,0
1998,Caatinga,0,0,ABRIL,0
1998,Caatinga,0,0,MAIO,0
1998,Caatinga,0,0,JUNHO,34
1998,Caatinga,0,0,JULHO,206
1998,Caatinga,0,0,AGOSTO,462
1998,Caatinga,0,0,SETEMBRO,2642
1998,Caatinga,0,0,OUTUBRO,4280
1998,Caatinga,0,0,NOVEMBRO,1185
1998,Caatinga,0,0,DEZEMBRO,494
1999,Caatinga,0,0,JANEIRO,227
1999,Caatinga,0,0,FEVEREIRO,155
1999,Caatinga,0,0,MARÇO,93
1999,Caatinga,0,0,ABRIL,63
1999,Caatinga,0,0,MAIO,24
1999,Caatinga,0,0,JUNHO,62
1999,Caatinga,0,0,JULHO,203
1999,Caatinga,0,0,AGOSTO,458
1999,Caatinga,0,0,SETEMBRO,1117
1999,Caatinga,0,0,OUTUBRO,2080
1999,Caatinga,0,0,NOVEMBRO,984
1999,Caatinga,0,0,DEZEMBRO,566
2000,Caatinga,0,0,JANEIRO,16
2000,Caatinga,0,0,FEVEREIRO,41
2000,Caatinga,0,0,MARÇO,68
2000,Caatinga,0,0,ABRIL,56
2000,Caatinga,0,0,MAIO,38
2000,Caatinga,0,0,JUNHO,46
2000,Caatinga,0,0,JULHO,73
2000,Caatinga,0,0,AGOSTO,399
2000,Caatinga,0,0,SETEMBRO,1504
2000,Caatinga,0,0,OUTUBRO,4744
2000,Caatinga,0,0,NOVEMBRO,1224
2000,Caatinga,0,0,DEZEMBRO,546
